asn,prefix,as_path
14078,1.2.0.0/16,"(14078, 174, 10886, 27)"
266336,1.2.3.0/24,"(266336, 3356, 2152, 25)"
266336,1.2.0.0/16,"(266336, 3356, 10886, 27)"
209265,1.2.0.0/16,"(209265, 174, 10886, 27)"
14048,1.2.0.0/16,"(14048, 174, 10886, 27)"
14048,1.2.3.0/24,"(14048, 6461, 2152, 25)"
394110,1.2.0.0/16,"(394110, 174, 10886, 27)"
39634,1.2.0.0/16,"(39634, 174, 10886, 27)"
31791,1.2.0.0/16,"(31791, 6461, 10886, 27)"
31791,1.2.3.0/24,"(31791, 6461, 2152, 25)"
12649,1.2.3.0/24,"(12649, 8220, 2152, 25)"
59560,1.2.0.0/16,"(59560, 174, 10886, 27)"
10106,1.2.3.0/24,"(10106, 7575, 2152, 25)"
13534,1.2.0.0/16,"(13534, 174, 10886, 27)"
13534,1.2.3.0/24,"(13534, 3356, 2152, 25)"
393518,1.2.3.0/24,"(393518, 13335, 2152, 25)"
394661,1.2.0.0/16,"(394661, 174, 10886, 27)"
34066,1.2.0.0/16,"(34066, 174, 10886, 27)"
64442,1.2.0.0/16,"(64442, 174, 10886, 27)"
22399,1.2.0.0/16,"(22399, 174, 10886, 27)"
31144,1.2.3.0/24,"(31144, 8220, 2152, 25)"
54183,1.2.0.0/16,"(54183, 174, 10886, 27)"
54183,1.2.3.0/24,"(54183, 3356, 2152, 25)"
33835,1.2.0.0/16,"(33835, 174, 10886, 27)"
54381,1.2.0.0/16,"(54381, 174, 10886, 27)"
54381,1.2.3.0/24,"(54381, 3356, 2152, 25)"
33828,1.2.0.0/16,"(33828, 174, 10886, 27)"
33828,1.2.3.0/24,"(33828, 3356, 2152, 25)"
208452,1.2.0.0/16,"(208452, 174, 10886, 27)"
208452,1.2.3.0/24,"(208452, 3356, 2152, 25)"
54648,1.2.3.0/24,"(54648, 6939, 2152, 25)"
43937,1.2.0.0/16,"(43937, 174, 10886, 27)"
43937,1.2.3.0/24,"(43937, 13335, 2152, 25)"
212109,1.2.0.0/16,"(212109, 174, 10886, 27)"
33743,1.2.0.0/16,"(33743, 174, 10886, 27)"
11319,1.2.3.0/24,"(11319, 3356, 2152, 25)"
11319,1.2.0.0/16,"(11319, 3356, 10886, 27)"
137448,1.2.3.0/24,"(137448, 4648, 2152, 25)"
263574,1.2.3.0/24,"(263574, 3356, 2152, 25)"
263574,1.2.0.0/16,"(263574, 3356, 10886, 27)"
33673,1.2.0.0/16,"(33673, 174, 10886, 27)"
209811,1.2.0.0/16,"(209811, 3257, 10886, 27)"
33587,1.2.0.0/16,"(33587, 174, 10886, 27)"
33577,1.2.0.0/16,"(33577, 174, 10886, 27)"
53914,1.2.0.0/16,"(53914, 174, 10886, 27)"
11871,1.2.3.0/24,"(11871, 3356, 2152, 25)"
11871,1.2.0.0/16,"(11871, 3356, 10886, 27)"
2549,1.2.0.0/16,"(2549, 174, 10886, 27)"
53863,1.2.0.0/16,"(53863, 174, 10886, 27)"
29711,1.2.3.0/24,"(29711, 3356, 2152, 25)"
29711,1.2.0.0/16,"(29711, 3356, 10886, 27)"
54262,1.2.0.0/16,"(54262, 174, 10886, 27)"
33509,1.2.0.0/16,"(33509, 174, 10886, 27)"
33487,1.2.0.0/16,"(33487, 174, 10886, 27)"
1982,1.2.3.0/24,"(1982, 3356, 2152, 25)"
1982,1.2.0.0/16,"(1982, 3356, 10886, 27)"
64241,1.2.0.0/16,"(64241, 174, 10886, 27)"
199653,1.2.0.0/16,"(199653, 174, 10886, 27)"
199653,1.2.3.0/24,"(199653, 3356, 2152, 25)"
23149,1.2.3.0/24,"(23149, 3356, 2152, 25)"
23149,1.2.0.0/16,"(23149, 3356, 10886, 27)"
23142,1.2.0.0/16,"(23142, 174, 10886, 27)"
23142,1.2.3.0/24,"(23142, 3356, 2152, 25)"
33412,1.2.0.0/16,"(33412, 174, 10886, 27)"
33412,1.2.3.0/24,"(33412, 3356, 2152, 25)"
137841,1.2.3.0/24,"(137841, 6939, 2152, 25)"
48620,1.2.0.0/16,"(48620, 174, 10886, 27)"
12813,1.2.3.0/24,"(12813, 6939, 2152, 25)"
12813,1.2.0.0/16,"(12813, 174, 10886, 27)"
33345,1.2.0.0/16,"(33345, 174, 10886, 27)"
33313,1.2.0.0/16,"(33313, 174, 10886, 27)"
22984,1.2.0.0/16,"(22984, 174, 10886, 27)"
394280,1.2.3.0/24,"(394280, 6939, 2152, 25)"
394280,1.2.0.0/16,"(394280, 174, 10886, 27)"
33217,1.2.0.0/16,"(33217, 174, 10886, 27)"
30931,1.2.3.0/24,"(30931, 6461, 2152, 25)"
30931,1.2.0.0/16,"(30931, 1299, 10886, 27)"
203898,1.2.3.0/24,"(203898, 8220, 2152, 25)"
202449,1.2.0.0/16,"(202449, 174, 10886, 27)"
6404,1.2.3.0/24,"(6404, 3356, 2152, 25)"
6404,1.2.0.0/16,"(6404, 3356, 10886, 27)"
7148,1.2.0.0/16,"(7148, 3257, 10886, 27)"
7148,1.2.3.0/24,"(7148, 3356, 2152, 25)"
19342,1.2.3.0/24,"(19342, 3356, 2152, 25)"
19342,1.2.0.0/16,"(19342, 3356, 10886, 27)"
199163,1.2.0.0/16,"(199163, 1299, 10886, 27)"
199163,1.2.3.0/24,"(199163, 3356, 2152, 25)"
33139,1.2.0.0/16,"(33139, 174, 10886, 27)"
54636,1.2.3.0/24,"(54636, 3356, 2152, 25)"
54636,1.2.0.0/16,"(54636, 3356, 10886, 27)"
33088,1.2.0.0/16,"(33088, 174, 10886, 27)"
33088,1.2.3.0/24,"(33088, 3356, 2152, 25)"
11975,1.2.0.0/16,"(11975, 174, 10886, 27)"
11975,1.2.3.0/24,"(11975, 3356, 2152, 25)"
394714,1.2.3.0/24,"(394714, 3356, 2152, 25)"
394714,1.2.0.0/16,"(394714, 3356, 10886, 27)"
33045,1.2.0.0/16,"(33045, 174, 10886, 27)"
33045,1.2.3.0/24,"(33045, 6461, 2152, 25)"
33037,1.2.0.0/16,"(33037, 174, 10886, 27)"
2011,1.2.3.0/24,"(2011, 3356, 2152, 25)"
2011,1.2.0.0/16,"(2011, 3356, 10886, 27)"
22764,1.2.0.0/16,"(22764, 174, 10886, 27)"
22764,1.2.3.0/24,"(22764, 3356, 2152, 25)"
33031,1.2.0.0/16,"(33031, 174, 10886, 27)"
33031,1.2.3.0/24,"(33031, 3356, 2152, 25)"
268678,1.2.0.0/16,"(268678, 174, 10886, 27)"
33028,1.2.0.0/16,"(33028, 174, 10886, 27)"
33028,1.2.3.0/24,"(33028, 6461, 2152, 25)"
33001,1.2.0.0/16,"(33001, 174, 10886, 27)"
33001,1.2.3.0/24,"(33001, 3356, 2152, 25)"
32992,1.2.0.0/16,"(32992, 174, 10886, 27)"
32898,1.2.0.0/16,"(32898, 174, 10886, 27)"
32898,1.2.3.0/24,"(32898, 3356, 2152, 25)"
43364,1.2.0.0/16,"(43364, 174, 10886, 27)"
197252,1.2.0.0/16,"(197252, 174, 10886, 27)"
32833,1.2.0.0/16,"(32833, 174, 10886, 27)"
12287,1.2.0.0/16,"(12287, 286, 10886, 27)"
40747,1.2.3.0/24,"(40747, 6939, 2152, 25)"
17309,1.2.0.0/16,"(17309, 6461, 10886, 27)"
17309,1.2.3.0/24,"(17309, 6461, 2152, 25)"
63648,1.2.0.0/16,"(63648, 174, 10886, 27)"
63648,1.2.3.0/24,"(63648, 3356, 2152, 25)"
21605,1.2.0.0/16,"(21605, 6461, 10886, 27)"
21605,1.2.3.0/24,"(21605, 6461, 2152, 25)"
11678,1.2.0.0/16,"(11678, 293, 10886, 27)"
12215,1.2.0.0/16,"(12215, 174, 10886, 27)"
12215,1.2.3.0/24,"(12215, 3356, 2152, 25)"
32760,1.2.0.0/16,"(32760, 174, 10886, 27)"
32760,1.2.3.0/24,"(32760, 6461, 2152, 25)"
32744,1.2.3.0/24,"(32744, 6939, 2152, 25)"
32744,1.2.0.0/16,"(32744, 174, 10886, 27)"
58144,1.2.0.0/16,"(58144, 174, 10886, 27)"
12163,1.2.0.0/16,"(12163, 174, 10886, 27)"
12163,1.2.3.0/24,"(12163, 3356, 2152, 25)"
397088,1.2.3.0/24,"(397088, 6939, 2152, 25)"
53487,1.2.0.0/16,"(53487, 286, 10886, 27)"
33469,1.2.3.0/24,"(33469, 3356, 2152, 25)"
33469,1.2.0.0/16,"(33469, 3356, 10886, 27)"
203927,1.2.0.0/16,"(203927, 174, 10886, 27)"
32708,1.2.0.0/16,"(32708, 174, 10886, 27)"
32708,1.2.3.0/24,"(32708, 13335, 2152, 25)"
198631,1.2.3.0/24,"(198631, 3292, 2152, 25)"
30459,1.2.3.0/24,"(30459, 3356, 2152, 25)"
30459,1.2.0.0/16,"(30459, 3356, 10886, 27)"
32607,1.2.3.0/24,"(32607, 3356, 2152, 25)"
32607,1.2.0.0/16,"(32607, 174, 10886, 27)"
22334,1.2.3.0/24,"(22334, 3356, 2152, 25)"
22334,1.2.0.0/16,"(22334, 3356, 10886, 27)"
32576,1.2.0.0/16,"(32576, 174, 10886, 27)"
11819,1.2.3.0/24,"(11819, 3356, 2152, 25)"
11819,1.2.0.0/16,"(11819, 3356, 10886, 27)"
400686,1.2.3.0/24,"(400686, 6939, 2152, 25)"
64294,1.2.0.0/16,"(64294, 286, 10886, 27)"
64294,1.2.3.0/24,"(64294, 3356, 2152, 25)"
211997,1.2.0.0/16,"(211997, 174, 10886, 27)"
1782,1.2.3.0/24,"(1782, 3356, 2152, 25)"
1782,1.2.0.0/16,"(1782, 3356, 10886, 27)"
41072,1.2.3.0/24,"(41072, 8220, 2152, 25)"
207096,1.2.0.0/16,"(207096, 174, 10886, 27)"
32454,1.2.0.0/16,"(32454, 174, 10886, 27)"
11679,1.2.3.0/24,"(11679, 3356, 2152, 25)"
11679,1.2.0.0/16,"(11679, 3356, 10886, 27)"
53722,1.2.3.0/24,"(53722, 3356, 2152, 25)"
53722,1.2.0.0/16,"(53722, 3356, 10886, 27)"
30139,1.2.3.0/24,"(30139, 3356, 2152, 25)"
30139,1.2.0.0/16,"(30139, 3356, 10886, 27)"
200597,1.2.3.0/24,"(200597, 3356, 2152, 25)"
200597,1.2.0.0/16,"(200597, 3356, 10886, 27)"
14778,1.2.3.0/24,"(14778, 10310, 2152, 25)"
22088,1.2.0.0/16,"(22088, 174, 10886, 27)"
22088,1.2.3.0/24,"(22088, 11404, 2152, 25)"
47674,1.2.3.0/24,"(47674, 6939, 2152, 25)"
47674,1.2.0.0/16,"(47674, 174, 10886, 27)"
11856,1.2.0.0/16,"(11856, 286, 10886, 27)"
21070,1.2.3.0/24,"(21070, 8220, 2152, 25)"
11847,1.2.0.0/16,"(11847, 174, 10886, 27)"
397246,1.2.0.0/16,"(397246, 174, 10886, 27)"
22081,1.2.0.0/16,"(22081, 286, 10886, 27)"
202784,1.2.0.0/16,"(202784, 1299, 10886, 27)"
32326,1.2.0.0/16,"(32326, 174, 10886, 27)"
32326,1.2.3.0/24,"(32326, 3356, 2152, 25)"
30040,1.2.3.0/24,"(30040, 8220, 2152, 25)"
200498,1.2.3.0/24,"(200498, 8220, 2152, 25)"
32319,1.2.0.0/16,"(32319, 174, 10886, 27)"
32319,1.2.3.0/24,"(32319, 6461, 2152, 25)"
32313,1.2.0.0/16,"(32313, 174, 10886, 27)"
11648,1.2.0.0/16,"(11648, 286, 10886, 27)"
11540,1.2.3.0/24,"(11540, 3356, 2152, 25)"
11540,1.2.0.0/16,"(11540, 3356, 10886, 27)"
32293,1.2.0.0/16,"(32293, 174, 10886, 27)"
198206,1.2.0.0/16,"(198206, 286, 10886, 27)"
11517,1.2.3.0/24,"(11517, 3356, 2152, 25)"
11517,1.2.0.0/16,"(11517, 3356, 10886, 27)"
53560,1.2.0.0/16,"(53560, 286, 10886, 27)"
53560,1.2.3.0/24,"(53560, 3356, 2152, 25)"
63089,1.2.0.0/16,"(63089, 174, 10886, 27)"
198249,1.2.3.0/24,"(198249, 6939, 2152, 25)"
32225,1.2.0.0/16,"(32225, 174, 10886, 27)"
42912,1.2.0.0/16,"(42912, 3257, 10886, 27)"
211084,1.2.0.0/16,"(211084, 174, 10886, 27)"
1406,1.2.0.0/16,"(1406, 174, 10886, 27)"
42510,1.2.0.0/16,"(42510, 174, 10886, 27)"
21757,1.2.0.0/16,"(21757, 174, 10886, 27)"
393798,1.2.3.0/24,"(393798, 11404, 2152, 25)"
32114,1.2.0.0/16,"(32114, 174, 10886, 27)"
22047,1.2.3.0/24,"(22047, 3356, 2152, 25)"
22047,1.2.0.0/16,"(22047, 3356, 10886, 27)"
32082,1.2.0.0/16,"(32082, 174, 10886, 27)"
200254,1.2.0.0/16,"(200254, 174, 10886, 27)"
32052,1.2.0.0/16,"(32052, 174, 10886, 27)"
11293,1.2.3.0/24,"(11293, 2152, 25)"
32046,1.2.0.0/16,"(32046, 174, 10886, 27)"
263210,1.2.3.0/24,"(263210, 3356, 2152, 25)"
263210,1.2.0.0/16,"(263210, 3356, 10886, 27)"
26817,1.2.0.0/16,"(26817, 174, 10886, 27)"
26817,1.2.3.0/24,"(26817, 3356, 2152, 25)"
16544,1.2.0.0/16,"(16544, 174, 10886, 27)"
16544,1.2.3.0/24,"(16544, 6461, 2152, 25)"
11250,1.2.3.0/24,"(11250, 3356, 2152, 25)"
11250,1.2.0.0/16,"(11250, 3356, 10886, 27)"
32003,1.2.0.0/16,"(32003, 174, 10886, 27)"
11457,1.2.0.0/16,"(11457, 174, 10886, 27)"
53500,1.2.0.0/16,"(53500, 6461, 10886, 27)"
53500,1.2.3.0/24,"(53500, 6461, 2152, 25)"
11404,1.2.3.0/24,"(11404, 2152, 25)"
58292,1.2.0.0/16,"(58292, 174, 10886, 27)"
57310,1.2.0.0/16,"(57310, 174, 10886, 27)"
16218,1.2.0.0/16,"(16218, 174, 10886, 27)"
52113,1.2.0.0/16,"(52113, 174, 10886, 27)"
47114,1.2.0.0/16,"(47114, 174, 10886, 27)"
211482,1.2.0.0/16,"(211482, 174, 10886, 27)"
62664,1.2.0.0/16,"(62664, 174, 10886, 27)"
62664,1.2.3.0/24,"(62664, 6461, 2152, 25)"
27596,1.2.0.0/16,"(27596, 3257, 10886, 27)"
53320,1.2.3.0/24,"(53320, 3356, 2152, 25)"
53320,1.2.0.0/16,"(53320, 3356, 10886, 27)"
11179,1.2.3.0/24,"(11179, 3356, 2152, 25)"
11179,1.2.0.0/16,"(11179, 174, 10886, 27)"
199880,1.2.0.0/16,"(199880, 286, 10886, 27)"
199880,1.2.3.0/24,"(199880, 6461, 2152, 25)"
31676,1.2.0.0/16,"(31676, 174, 10886, 27)"
42600,1.2.0.0/16,"(42600, 174, 10886, 27)"
42600,1.2.3.0/24,"(42600, 3356, 2152, 25)"
31673,1.2.0.0/16,"(31673, 174, 10886, 27)"
10879,1.2.3.0/24,"(10879, 3356, 2152, 25)"
10879,1.2.0.0/16,"(10879, 3356, 10886, 27)"
31632,1.2.0.0/16,"(31632, 174, 10886, 27)"
38101,1.2.3.0/24,"(38101, 3786, 2152, 25)"
41788,1.2.0.0/16,"(41788, 174, 10886, 27)"
41788,1.2.3.0/24,"(41788, 3356, 2152, 25)"
31511,1.2.0.0/16,"(31511, 174, 10886, 27)"
31423,1.2.0.0/16,"(31423, 174, 10886, 27)"
131894,1.2.3.0/24,"(131894, 2516, 2152, 25)"
46665,1.2.0.0/16,"(46665, 174, 10886, 27)"
46665,1.2.3.0/24,"(46665, 6461, 2152, 25)"
137386,1.2.3.0/24,"(137386, 6939, 2152, 25)"
31404,1.2.0.0/16,"(31404, 174, 10886, 27)"
31404,1.2.3.0/24,"(31404, 3356, 2152, 25)"
51621,1.2.0.0/16,"(51621, 174, 10886, 27)"
46513,1.2.0.0/16,"(46513, 174, 10886, 27)"
46513,1.2.3.0/24,"(46513, 3356, 2152, 25)"
49765,1.2.0.0/16,"(49765, 3257, 10886, 27)"
49765,1.2.3.0/24,"(49765, 36351, 2152, 25)"
31178,1.2.0.0/16,"(31178, 174, 10886, 27)"
151970,1.2.3.0/24,"(151970, 6939, 2152, 25)"
25841,1.2.0.0/16,"(25841, 174, 10886, 27)"
400961,1.2.0.0/16,"(400961, 174, 10886, 27)"
46320,1.2.0.0/16,"(46320, 174, 10886, 27)"
46320,1.2.3.0/24,"(46320, 6461, 2152, 25)"
36137,1.2.0.0/16,"(36137, 174, 10886, 27)"
204309,1.2.0.0/16,"(204309, 286, 10886, 27)"
25864,1.2.0.0/16,"(25864, 286, 10886, 27)"
25864,1.2.3.0/24,"(25864, 3356, 2152, 25)"
48017,1.2.0.0/16,"(48017, 174, 10886, 27)"
20906,1.2.3.0/24,"(20906, 8220, 2152, 25)"
62949,1.2.3.0/24,"(62949, 3356, 2152, 25)"
62949,1.2.0.0/16,"(62949, 3356, 10886, 27)"
10379,1.2.0.0/16,"(10379, 174, 10886, 27)"
10379,1.2.3.0/24,"(10379, 3356, 2152, 25)"
20652,1.2.0.0/16,"(20652, 174, 10886, 27)"
62695,1.2.3.0/24,"(62695, 6939, 2152, 25)"
62695,1.2.0.0/16,"(62695, 174, 10886, 27)"
30798,1.2.3.0/24,"(30798, 6939, 2152, 25)"
30798,1.2.0.0/16,"(30798, 174, 10886, 27)"
20469,1.2.3.0/24,"(20469, 6939, 2152, 25)"
20469,1.2.0.0/16,"(20469, 174, 10886, 27)"
215656,1.2.0.0/16,"(215656, 174, 10886, 27)"
10131,1.2.0.0/16,"(10131, 174, 10886, 27)"
400505,1.2.0.0/16,"(400505, 174, 10886, 27)"
205206,1.2.0.0/16,"(205206, 1299, 10886, 27)"
30664,1.2.0.0/16,"(30664, 174, 10886, 27)"
51320,1.2.0.0/16,"(51320, 174, 10886, 27)"
51320,1.2.3.0/24,"(51320, 6461, 2152, 25)"
30567,1.2.0.0/16,"(30567, 174, 10886, 27)"
26573,1.2.3.0/24,"(26573, 3356, 2152, 25)"
26573,1.2.0.0/16,"(26573, 3356, 10886, 27)"
153773,1.2.0.0/16,"(153773, 174, 10886, 27)"
30494,1.2.0.0/16,"(30494, 174, 10886, 27)"
30494,1.2.3.0/24,"(30494, 3356, 2152, 25)"
40748,1.2.0.0/16,"(40748, 174, 10886, 27)"
51224,1.2.0.0/16,"(51224, 1299, 10886, 27)"
30471,1.2.0.0/16,"(30471, 174, 10886, 27)"
34654,1.2.0.0/16,"(34654, 174, 10886, 27)"
207398,1.2.3.0/24,"(207398, 8220, 2152, 25)"
207398,1.2.0.0/16,"(207398, 1299, 10886, 27)"
30417,1.2.3.0/24,"(30417, 3356, 2152, 25)"
30417,1.2.0.0/16,"(30417, 174, 10886, 27)"
54393,1.2.3.0/24,"(54393, 3356, 2152, 25)"
54393,1.2.0.0/16,"(54393, 3356, 10886, 27)"
395309,1.2.0.0/16,"(395309, 286, 10886, 27)"
20144,1.2.3.0/24,"(20144, 6939, 2152, 25)"
20144,1.2.0.0/16,"(20144, 286, 10886, 27)"
30350,1.2.0.0/16,"(30350, 174, 10886, 27)"
28064,1.2.3.0/24,"(28064, 13335, 2152, 25)"
20077,1.2.0.0/16,"(20077, 286, 10886, 27)"
30083,1.2.0.0/16,"(30083, 174, 10886, 27)"
30083,1.2.3.0/24,"(30083, 3356, 2152, 25)"
30281,1.2.0.0/16,"(30281, 174, 10886, 27)"
50827,1.2.0.0/16,"(50827, 174, 10886, 27)"
8784,1.2.0.0/16,"(8784, 286, 10886, 27)"
8784,1.2.3.0/24,"(8784, 8220, 2152, 25)"
35344,1.2.3.0/24,"(35344, 8220, 2152, 25)"
35344,1.2.0.0/16,"(35344, 174, 10886, 27)"
40724,1.2.0.0/16,"(40724, 174, 10886, 27)"
62014,1.2.3.0/24,"(62014, 6939, 2152, 25)"
62014,1.2.0.0/16,"(62014, 174, 10886, 27)"
7921,1.2.3.0/24,"(7921, 3356, 2152, 25)"
7921,1.2.0.0/16,"(7921, 3356, 10886, 27)"
53393,1.2.3.0/24,"(53393, 3356, 2152, 25)"
53393,1.2.0.0/16,"(53393, 3356, 10886, 27)"
43942,1.2.0.0/16,"(43942, 1299, 10886, 27)"
209966,1.2.0.0/16,"(209966, 174, 10886, 27)"
30231,1.2.0.0/16,"(30231, 174, 10886, 27)"
30150,1.2.3.0/24,"(30150, 6461, 2152, 25)"
30150,1.2.0.0/16,"(30150, 174, 10886, 27)"
60969,1.2.0.0/16,"(60969, 174, 10886, 27)"
60969,1.2.3.0/24,"(60969, 6461, 2152, 25)"
207023,1.2.0.0/16,"(207023, 1299, 10886, 27)"
393800,1.2.0.0/16,"(393800, 174, 10886, 27)"
30111,1.2.0.0/16,"(30111, 174, 10886, 27)"
19830,1.2.0.0/16,"(19830, 174, 10886, 27)"
16581,1.2.3.0/24,"(16581, 3356, 2152, 25)"
16581,1.2.0.0/16,"(16581, 174, 10886, 27)"
19803,1.2.0.0/16,"(19803, 174, 10886, 27)"
30053,1.2.0.0/16,"(30053, 174, 10886, 27)"
19780,1.2.0.0/16,"(19780, 174, 10886, 27)"
19780,1.2.3.0/24,"(19780, 3356, 2152, 25)"
401990,1.2.3.0/24,"(401990, 13335, 2152, 25)"
19031,1.2.0.0/16,"(19031, 174, 10886, 27)"
19031,1.2.3.0/24,"(19031, 3356, 2152, 25)"
9502,1.2.3.0/24,"(9502, 13335, 2152, 25)"
51545,1.2.0.0/16,"(51545, 174, 10886, 27)"
30018,1.2.0.0/16,"(30018, 174, 10886, 27)"
204659,1.2.3.0/24,"(204659, 6939, 2152, 25)"
204659,1.2.0.0/16,"(204659, 174, 10886, 27)"
200430,1.2.0.0/16,"(200430, 1299, 10886, 27)"
29972,1.2.0.0/16,"(29972, 174, 10886, 27)"
19624,1.2.0.0/16,"(19624, 174, 10886, 27)"
40170,1.2.3.0/24,"(40170, 6939, 2152, 25)"
133426,1.2.0.0/16,"(133426, 174, 10886, 27)"
7297,1.2.0.0/16,"(7297, 174, 10886, 27)"
19578,1.2.3.0/24,"(19578, 3356, 2152, 25)"
19578,1.2.0.0/16,"(19578, 3356, 10886, 27)"
397965,1.2.3.0/24,"(397965, 13335, 2152, 25)"
27338,1.2.3.0/24,"(27338, 20115, 2152, 25)"
13747,1.2.3.0/24,"(13747, 3356, 2152, 25)"
13747,1.2.0.0/16,"(13747, 3356, 10886, 27)"
19545,1.2.0.0/16,"(19545, 174, 10886, 27)"
42411,1.2.0.0/16,"(42411, 1299, 10886, 27)"
399641,1.2.0.0/16,"(399641, 6461, 10886, 27)"
399641,1.2.3.0/24,"(399641, 6461, 2152, 25)"
21254,1.2.3.0/24,"(21254, 8220, 2152, 25)"
39960,1.2.0.0/16,"(39960, 174, 10886, 27)"
39960,1.2.3.0/24,"(39960, 3356, 2152, 25)"
29786,1.2.0.0/16,"(29786, 174, 10886, 27)"
135751,1.2.3.0/24,"(135751, 13335, 2152, 25)"
29746,1.2.0.0/16,"(29746, 174, 10886, 27)"
40858,1.2.0.0/16,"(40858, 286, 10886, 27)"
211316,1.2.3.0/24,"(211316, 3356, 2152, 25)"
211316,1.2.0.0/16,"(211316, 3356, 10886, 27)"
3786,1.2.3.0/24,"(3786, 2152, 25)"
399544,1.2.0.0/16,"(399544, 174, 10886, 27)"
29708,1.2.0.0/16,"(29708, 174, 10886, 27)"
18490,1.2.0.0/16,"(18490, 174, 10886, 27)"
39780,1.2.0.0/16,"(39780, 174, 10886, 27)"
197778,1.2.3.0/24,"(197778, 8220, 2152, 25)"
197777,1.2.3.0/24,"(197777, 3356, 2152, 25)"
197777,1.2.0.0/16,"(197777, 3356, 10886, 27)"
29596,1.2.0.0/16,"(29596, 174, 10886, 27)"
399424,1.2.0.0/16,"(399424, 174, 10886, 27)"
19323,1.2.3.0/24,"(19323, 3356, 2152, 25)"
19323,1.2.0.0/16,"(19323, 3356, 10886, 27)"
50271,1.2.3.0/24,"(50271, 8220, 2152, 25)"
29447,1.2.0.0/16,"(29447, 174, 10886, 27)"
61217,1.2.0.0/16,"(61217, 174, 10886, 27)"
400886,1.2.3.0/24,"(400886, 3356, 2152, 25)"
400886,1.2.0.0/16,"(400886, 3356, 10886, 27)"
399275,1.2.0.0/16,"(399275, 174, 10886, 27)"
19173,1.2.0.0/16,"(19173, 174, 10886, 27)"
213600,1.2.0.0/16,"(213600, 1299, 10886, 27)"
1099,1.2.3.0/24,"(1099, 6939, 2152, 25)"
133203,1.2.3.0/24,"(133203, 2516, 2152, 25)"
134346,1.2.3.0/24,"(134346, 6939, 2152, 25)"
19165,1.2.3.0/24,"(19165, 6461, 2152, 25)"
19165,1.2.0.0/16,"(19165, 174, 10886, 27)"
394699,1.2.3.0/24,"(394699, 6461, 2152, 25)"
394699,1.2.0.0/16,"(394699, 6461, 10886, 27)"
205627,1.2.0.0/16,"(205627, 1299, 10886, 27)"
205627,1.2.3.0/24,"(205627, 3356, 2152, 25)"
16573,1.2.3.0/24,"(16573, 2152, 25)"
397392,1.2.3.0/24,"(397392, 3356, 2152, 25)"
397392,1.2.0.0/16,"(397392, 3356, 10886, 27)"
49984,1.2.3.0/24,"(49984, 6939, 2152, 25)"
7941,1.2.3.0/24,"(7941, 6939, 2152, 25)"
7941,1.2.0.0/16,"(7941, 174, 10886, 27)"
29231,1.2.0.0/16,"(29231, 174, 10886, 27)"
34305,1.2.0.0/16,"(34305, 1299, 10886, 27)"
328606,1.2.3.0/24,"(328606, 6939, 2152, 25)"
11941,1.2.0.0/16,"(11941, 174, 10886, 27)"
11941,1.2.3.0/24,"(11941, 6461, 2152, 25)"
55595,1.2.3.0/24,"(55595, 3786, 2152, 25)"
29110,1.2.0.0/16,"(29110, 174, 10886, 27)"
197282,1.2.0.0/16,"(197282, 6461, 10886, 27)"
197282,1.2.3.0/24,"(197282, 6461, 2152, 25)"
62594,1.2.3.0/24,"(62594, 3356, 2152, 25)"
62594,1.2.0.0/16,"(62594, 3356, 10886, 27)"
7856,1.2.3.0/24,"(7856, 3356, 2152, 25)"
7856,1.2.0.0/16,"(7856, 3356, 10886, 27)"
49362,1.2.0.0/16,"(49362, 174, 10886, 27)"
49362,1.2.3.0/24,"(49362, 3356, 2152, 25)"
398644,1.2.0.0/16,"(398644, 174, 10886, 27)"
47611,1.2.3.0/24,"(47611, 8220, 2152, 25)"
29006,1.2.0.0/16,"(29006, 174, 10886, 27)"
18698,1.2.0.0/16,"(18698, 174, 10886, 27)"
397085,1.2.0.0/16,"(397085, 174, 10886, 27)"
28929,1.2.0.0/16,"(28929, 174, 10886, 27)"
39202,1.2.0.0/16,"(39202, 174, 10886, 27)"
18637,1.2.3.0/24,"(18637, 3356, 2152, 25)"
18637,1.2.0.0/16,"(18637, 3356, 10886, 27)"
26487,1.2.3.0/24,"(26487, 3356, 2152, 25)"
26487,1.2.0.0/16,"(26487, 3356, 10886, 27)"
18500,1.2.3.0/24,"(18500, 3356, 2152, 25)"
18500,1.2.0.0/16,"(18500, 3356, 10886, 27)"
28753,1.2.0.0/16,"(28753, 174, 10886, 27)"
18480,1.2.0.0/16,"(18480, 174, 10886, 27)"
18480,1.2.3.0/24,"(18480, 3356, 2152, 25)"
26397,1.2.3.0/24,"(26397, 2153, 2152, 25)"
398432,1.2.0.0/16,"(398432, 174, 10886, 27)"
398432,1.2.3.0/24,"(398432, 3356, 2152, 25)"
20045,1.2.0.0/16,"(20045, 6461, 10886, 27)"
20045,1.2.3.0/24,"(20045, 6461, 2152, 25)"
28445,1.2.0.0/16,"(28445, 174, 10886, 27)"
393693,1.2.3.0/24,"(393693, 3356, 2152, 25)"
393693,1.2.0.0/16,"(393693, 3356, 10886, 27)"
204607,1.2.3.0/24,"(204607, 3292, 2152, 25)"
24584,1.2.3.0/24,"(24584, 3292, 2152, 25)"
28409,1.2.0.0/16,"(28409, 174, 10886, 27)"
28397,1.2.0.0/16,"(28397, 174, 10886, 27)"
