asn,prefix,as_path
11124,1.2.0.0/16,"(11124, 3356, 2152, 25)"
266811,1.2.0.0/16,"(266811, 6939, 2152, 25)"
201867,1.2.0.0/16,"(201867, 174, 10886, 27)"
327996,1.2.0.0/16,"(327996, 6939, 2152, 25)"
46116,1.2.0.0/16,"(46116, 174, 10886, 27)"
212140,1.2.0.0/16,"(212140, 174, 10886, 27)"
27226,1.2.0.0/16,"(27226, 286, 10886, 27)"
201868,1.2.0.0/16,"(201868, 174, 10886, 27)"
201873,1.2.0.0/16,"(201873, 174, 10886, 27)"
35872,1.2.0.0/16,"(35872, 174, 10886, 27)"
41717,1.2.0.0/16,"(41717, 21859, 2152, 25)"
44003,1.2.0.0/16,"(44003, 8220, 2152, 25)"
16988,1.2.0.0/16,"(16988, 3356, 2152, 25)"
201924,1.2.0.0/16,"(201924, 174, 10886, 27)"
35960,1.2.0.0/16,"(35960, 174, 10886, 27)"
201984,1.2.0.0/16,"(201984, 174, 10886, 27)"
202013,1.2.0.0/16,"(202013, 174, 10886, 27)"
212286,1.2.0.0/16,"(212286, 286, 10886, 27)"
8587,1.2.0.0/16,"(8587, 6461, 10886, 27)"
35996,1.2.0.0/16,"(35996, 1828, 2152, 25)"
202032,1.2.0.0/16,"(202032, 174, 10886, 27)"
15265,1.2.0.0/16,"(15265, 174, 10886, 27)"
141394,1.2.0.0/16,"(141394, 174, 10886, 27)"
202042,1.2.0.0/16,"(202042, 174, 10886, 27)"
202053,1.2.0.0/16,"(202053, 174, 10886, 27)"
202075,1.2.0.0/16,"(202075, 174, 10886, 27)"
54632,1.2.0.0/16,"(54632, 174, 10886, 27)"
395548,1.2.0.0/16,"(395548, 3356, 2152, 25)"
18902,1.2.0.0/16,"(18902, 3356, 2152, 25)"
15346,1.2.0.0/16,"(15346, 286, 10886, 27)"
202123,1.2.0.0/16,"(202123, 174, 10886, 27)"
202154,1.2.0.0/16,"(202154, 174, 10886, 27)"
17240,1.2.0.0/16,"(17240, 286, 10886, 27)"
54711,1.2.0.0/16,"(54711, 3356, 2152, 25)"
36145,1.2.0.0/16,"(36145, 174, 10886, 27)"
202169,1.2.0.0/16,"(202169, 174, 10886, 27)"
202170,1.2.0.0/16,"(202170, 174, 10886, 27)"
33998,1.2.0.0/16,"(33998, 8220, 2152, 25)"
202221,1.2.0.0/16,"(202221, 174, 10886, 27)"
202276,1.2.0.0/16,"(202276, 174, 10886, 27)"
36258,1.2.0.0/16,"(36258, 20115, 2152, 25)"
202321,1.2.0.0/16,"(202321, 174, 10886, 27)"
59493,1.2.0.0/16,"(59493, 1299, 10886, 27)"
395837,1.2.0.0/16,"(395837, 3356, 2152, 25)"
202384,1.2.0.0/16,"(202384, 174, 10886, 27)"
202448,1.2.0.0/16,"(202448, 174, 10886, 27)"
202548,1.2.0.0/16,"(202548, 174, 10886, 27)"
3428,1.2.0.0/16,"(3428, 101, 2152, 25)"
32110,1.2.0.0/16,"(32110, 3356, 2152, 25)"
202568,1.2.0.0/16,"(202568, 174, 10886, 27)"
212841,1.2.0.0/16,"(212841, 174, 10886, 27)"
398284,1.2.0.0/16,"(398284, 3356, 2152, 25)"
202639,1.2.0.0/16,"(202639, 174, 10886, 27)"
48544,1.2.0.0/16,"(48544, 3257, 10886, 27)"
32228,1.2.0.0/16,"(32228, 174, 10886, 27)"
202686,1.2.0.0/16,"(202686, 174, 10886, 27)"
397805,1.2.0.0/16,"(397805, 174, 10886, 27)"
142118,1.2.0.0/16,"(142118, 8220, 2152, 25)"
57495,1.2.0.0/16,"(57495, 174, 10886, 27)"
36820,1.2.0.0/16,"(36820, 174, 10886, 27)"
202844,1.2.0.0/16,"(202844, 174, 10886, 27)"
32395,1.2.0.0/16,"(32395, 3356, 2152, 25)"
202853,1.2.0.0/16,"(202853, 174, 10886, 27)"
202865,1.2.0.0/16,"(202865, 174, 10886, 27)"
205151,1.2.0.0/16,"(205151, 1299, 10886, 27)"
34693,1.2.0.0/16,"(34693, 8220, 2152, 25)"
36860,1.2.0.0/16,"(36860, 174, 10886, 27)"
32431,1.2.0.0/16,"(32431, 174, 10886, 27)"
202889,1.2.0.0/16,"(202889, 174, 10886, 27)"
398539,1.2.0.0/16,"(398539, 1299, 10886, 27)"
202894,1.2.0.0/16,"(202894, 174, 10886, 27)"
12211,1.2.0.0/16,"(12211, 1299, 10886, 27)"
267898,1.2.0.0/16,"(267898, 3356, 2152, 25)"
202954,1.2.0.0/16,"(202954, 174, 10886, 27)"
203175,1.2.0.0/16,"(203175, 174, 10886, 27)"
16405,1.2.0.0/16,"(16405, 174, 10886, 27)"
203182,1.2.0.0/16,"(203182, 174, 10886, 27)"
203221,1.2.0.0/16,"(203221, 174, 10886, 27)"
139225,1.2.0.0/16,"(139225, 174, 10886, 27)"
394912,1.2.0.0/16,"(394912, 3356, 2152, 25)"
203302,1.2.0.0/16,"(203302, 174, 10886, 27)"
32958,1.2.0.0/16,"(32958, 3356, 2152, 25)"
203416,1.2.0.0/16,"(203416, 174, 10886, 27)"
203466,1.2.0.0/16,"(203466, 174, 10886, 27)"
203540,1.2.0.0/16,"(203540, 174, 10886, 27)"
33089,1.2.0.0/16,"(33089, 174, 10886, 27)"
203547,1.2.0.0/16,"(203547, 174, 10886, 27)"
33133,1.2.0.0/16,"(33133, 174, 10886, 27)"
398783,1.2.0.0/16,"(398783, 174, 10886, 27)"
203608,1.2.0.0/16,"(203608, 174, 10886, 27)"
203623,1.2.0.0/16,"(203623, 174, 10886, 27)"
60789,1.2.0.0/16,"(60789, 8220, 2152, 25)"
203776,1.2.0.0/16,"(203776, 174, 10886, 27)"
18325,1.2.0.0/16,"(18325, 4766, 2152, 25)"
18862,1.2.0.0/16,"(18862, 3356, 2152, 25)"
17015,1.2.0.0/16,"(17015, 3356, 2152, 25)"
203792,1.2.0.0/16,"(203792, 174, 10886, 27)"
203795,1.2.0.0/16,"(203795, 174, 10886, 27)"
33360,1.2.0.0/16,"(33360, 174, 10886, 27)"
203818,1.2.0.0/16,"(203818, 174, 10886, 27)"
33377,1.2.0.0/16,"(33377, 174, 10886, 27)"
203835,1.2.0.0/16,"(203835, 174, 10886, 27)"
17170,1.2.0.0/16,"(17170, 13335, 2152, 25)"
399134,1.2.0.0/16,"(399134, 174, 10886, 27)"
203969,1.2.0.0/16,"(203969, 174, 10886, 27)"
17199,1.2.0.0/16,"(17199, 3356, 2152, 25)"
395586,1.2.0.0/16,"(395586, 3356, 2152, 25)"
16578,1.2.0.0/16,"(16578, 6939, 2152, 25)"
265614,1.2.0.0/16,"(265614, 174, 10886, 27)"
204020,1.2.0.0/16,"(204020, 174, 10886, 27)"
204050,1.2.0.0/16,"(204050, 174, 10886, 27)"
208514,1.2.0.0/16,"(208514, 3356, 2152, 25)"
204202,1.2.0.0/16,"(204202, 174, 10886, 27)"
204242,1.2.0.0/16,"(204242, 174, 10886, 27)"
36070,1.2.0.0/16,"(36070, 6461, 10886, 27)"
204251,1.2.0.0/16,"(204251, 174, 10886, 27)"
206537,1.2.0.0/16,"(206537, 174, 10886, 27)"
36079,1.2.0.0/16,"(36079, 3356, 2152, 25)"
142005,1.2.0.0/16,"(142005, 3786, 2152, 25)"
399451,1.2.0.0/16,"(399451, 174, 10886, 27)"
204371,1.2.0.0/16,"(204371, 174, 10886, 27)"
26004,1.2.0.0/16,"(26004, 3356, 2152, 25)"
204403,1.2.0.0/16,"(204403, 174, 10886, 27)"
204413,1.2.0.0/16,"(204413, 174, 10886, 27)"
204414,1.2.0.0/16,"(204414, 174, 10886, 27)"
36242,1.2.0.0/16,"(36242, 174, 10886, 27)"
204439,1.2.0.0/16,"(204439, 174, 10886, 27)"
204482,1.2.0.0/16,"(204482, 174, 10886, 27)"
204513,1.2.0.0/16,"(204513, 174, 10886, 27)"
214790,1.2.0.0/16,"(214790, 174, 10886, 27)"
46903,1.2.0.0/16,"(46903, 174, 10886, 27)"
50422,1.2.0.0/16,"(50422, 8220, 2152, 25)"
36351,1.2.0.0/16,"(36351, 2152, 25)"
204561,1.2.0.0/16,"(204561, 174, 10886, 27)"
204731,1.2.0.0/16,"(204731, 174, 10886, 27)"
204810,1.2.0.0/16,"(204810, 174, 10886, 27)"
26443,1.2.0.0/16,"(26443, 3356, 2152, 25)"
399997,1.2.0.0/16,"(399997, 174, 10886, 27)"
204819,1.2.0.0/16,"(204819, 174, 10886, 27)"
395070,1.2.0.0/16,"(395070, 3356, 2152, 25)"
204979,1.2.0.0/16,"(204979, 174, 10886, 27)"
207265,1.2.0.0/16,"(207265, 1299, 10886, 27)"
398038,1.2.0.0/16,"(398038, 6461, 10886, 27)"
205012,1.2.0.0/16,"(205012, 174, 10886, 27)"
205019,1.2.0.0/16,"(205019, 174, 10886, 27)"
36847,1.2.0.0/16,"(36847, 3356, 2152, 25)"
205067,1.2.0.0/16,"(205067, 174, 10886, 27)"
39090,1.2.0.0/16,"(39090, 1299, 10886, 27)"
197205,1.2.0.0/16,"(197205, 174, 10886, 27)"
400301,1.2.0.0/16,"(400301, 174, 10886, 27)"
205184,1.2.0.0/16,"(205184, 174, 10886, 27)"
398185,1.2.0.0/16,"(398185, 14265, 2152, 25)"
18526,1.2.0.0/16,"(18526, 6939, 2152, 25)"
205303,1.2.0.0/16,"(205303, 174, 10886, 27)"
205306,1.2.0.0/16,"(205306, 174, 10886, 27)"
18646,1.2.0.0/16,"(18646, 6939, 2152, 25)"
39416,1.2.0.0/16,"(39416, 174, 10886, 27)"
18742,1.2.0.0/16,"(18742, 174, 10886, 27)"
59,1.2.0.0/16,"(59, 11537, 10886, 27)"
60273,1.2.0.0/16,"(60273, 174, 10886, 27)"
35086,1.2.0.0/16,"(35086, 174, 10886, 27)"
205544,1.2.0.0/16,"(205544, 174, 10886, 27)"
205545,1.2.0.0/16,"(205545, 174, 10886, 27)"
18778,1.2.0.0/16,"(18778, 174, 10886, 27)"
205555,1.2.0.0/16,"(205555, 174, 10886, 27)"
205584,1.2.0.0/16,"(205584, 174, 10886, 27)"
400771,1.2.0.0/16,"(400771, 174, 10886, 27)"
10397,1.2.0.0/16,"(10397, 3356, 2152, 25)"
393356,1.2.0.0/16,"(393356, 3356, 2152, 25)"
205655,1.2.0.0/16,"(205655, 174, 10886, 27)"
18903,1.2.0.0/16,"(18903, 3356, 2152, 25)"
397290,1.2.0.0/16,"(397290, 174, 10886, 27)"
205680,1.2.0.0/16,"(205680, 174, 10886, 27)"
39986,1.2.0.0/16,"(39986, 11404, 2152, 25)"
400915,1.2.0.0/16,"(400915, 174, 10886, 27)"
18994,1.2.0.0/16,"(18994, 13335, 2152, 25)"
271252,1.2.0.0/16,"(271252, 3356, 2152, 25)"
205771,1.2.0.0/16,"(205771, 174, 10886, 27)"
10584,1.2.0.0/16,"(10584, 3356, 2152, 25)"
205943,1.2.0.0/16,"(205943, 174, 10886, 27)"
206004,1.2.0.0/16,"(206004, 174, 10886, 27)"
58092,1.2.0.0/16,"(58092, 174, 10886, 27)"
206067,1.2.0.0/16,"(206067, 174, 10886, 27)"
40056,1.2.0.0/16,"(40056, 174, 10886, 27)"
206080,1.2.0.0/16,"(206080, 174, 10886, 27)"
206102,1.2.0.0/16,"(206102, 174, 10886, 27)"
21188,1.2.0.0/16,"(21188, 286, 10886, 27)"
206105,1.2.0.0/16,"(206105, 174, 10886, 27)"
206117,1.2.0.0/16,"(206117, 174, 10886, 27)"
206143,1.2.0.0/16,"(206143, 174, 10886, 27)"
206168,1.2.0.0/16,"(206168, 174, 10886, 27)"
35724,1.2.0.0/16,"(35724, 8220, 2152, 25)"
206182,1.2.0.0/16,"(206182, 174, 10886, 27)"
21336,1.2.0.0/16,"(21336, 6939, 2152, 25)"
38095,1.2.0.0/16,"(38095, 9318, 2152, 25)"
40027,1.2.0.0/16,"(40027, 2906, 2152, 25)"
63066,1.2.0.0/16,"(63066, 174, 10886, 27)"
38104,1.2.0.0/16,"(38104, 3786, 2152, 25)"
202093,1.2.0.0/16,"(202093, 1299, 10886, 27)"
206278,1.2.0.0/16,"(206278, 174, 10886, 27)"
40413,1.2.0.0/16,"(40413, 174, 10886, 27)"
19660,1.2.0.0/16,"(19660, 174, 10886, 27)"
206437,1.2.0.0/16,"(206437, 174, 10886, 27)"
19679,1.2.0.0/16,"(19679, 2152, 25)"
398066,1.2.0.0/16,"(398066, 174, 10886, 27)"
206456,1.2.0.0/16,"(206456, 174, 10886, 27)"
206547,1.2.0.0/16,"(206547, 174, 10886, 27)"
40551,1.2.0.0/16,"(40551, 174, 10886, 27)"
38403,1.2.0.0/16,"(38403, 9318, 2152, 25)"
19833,1.2.0.0/16,"(19833, 3356, 2152, 25)"
206627,1.2.0.0/16,"(206627, 174, 10886, 27)"
206660,1.2.0.0/16,"(206660, 174, 10886, 27)"
401847,1.2.0.0/16,"(401847, 174, 10886, 27)"
393467,1.2.0.0/16,"(393467, 174, 10886, 27)"
206690,1.2.0.0/16,"(206690, 174, 10886, 27)"
11296,1.2.0.0/16,"(11296, 3356, 2152, 25)"
32049,1.2.0.0/16,"(32049, 3356, 2152, 25)"
206782,1.2.0.0/16,"(206782, 174, 10886, 27)"
20018,1.2.0.0/16,"(20018, 174, 10886, 27)"
30075,1.2.0.0/16,"(30075, 11404, 2152, 25)"
11608,1.2.0.0/16,"(11608, 286, 10886, 27)"
21881,1.2.0.0/16,"(21881, 3356, 2152, 25)"
36360,1.2.0.0/16,"(36360, 174, 10886, 27)"
206870,1.2.0.0/16,"(206870, 174, 10886, 27)"
38698,1.2.0.0/16,"(38698, 4766, 2152, 25)"
206988,1.2.0.0/16,"(206988, 174, 10886, 27)"
206999,1.2.0.0/16,"(206999, 174, 10886, 27)"
207010,1.2.0.0/16,"(207010, 174, 10886, 27)"
20368,1.2.0.0/16,"(20368, 3356, 2152, 25)"
398755,1.2.0.0/16,"(398755, 3356, 2152, 25)"
36687,1.2.0.0/16,"(36687, 174, 10886, 27)"
207145,1.2.0.0/16,"(207145, 174, 10886, 27)"
207147,1.2.0.0/16,"(207147, 174, 10886, 27)"
36737,1.2.0.0/16,"(36737, 174, 10886, 27)"
207195,1.2.0.0/16,"(207195, 174, 10886, 27)"
203219,1.2.0.0/16,"(203219, 10310, 2152, 25)"
32761,1.2.0.0/16,"(32761, 174, 10886, 27)"
28327,1.2.0.0/16,"(28327, 3356, 2152, 25)"
198785,1.2.0.0/16,"(198785, 174, 10886, 27)"
201071,1.2.0.0/16,"(201071, 8220, 2152, 25)"
30613,1.2.0.0/16,"(30613, 8220, 2152, 25)"
36765,1.2.0.0/16,"(36765, 3356, 2152, 25)"
207223,1.2.0.0/16,"(207223, 174, 10886, 27)"
207310,1.2.0.0/16,"(207310, 174, 10886, 27)"
394275,1.2.0.0/16,"(394275, 174, 10886, 27)"
62227,1.2.0.0/16,"(62227, 174, 10886, 27)"
398571,1.2.0.0/16,"(398571, 3356, 2152, 25)"
207498,1.2.0.0/16,"(207498, 174, 10886, 27)"
399130,1.2.0.0/16,"(399130, 174, 10886, 27)"
41496,1.2.0.0/16,"(41496, 174, 10886, 27)"
207520,1.2.0.0/16,"(207520, 174, 10886, 27)"
207664,1.2.0.0/16,"(207664, 174, 10886, 27)"
269960,1.2.0.0/16,"(269960, 1299, 10886, 27)"
22787,1.2.0.0/16,"(22787, 3356, 2152, 25)"
20986,1.2.0.0/16,"(20986, 174, 10886, 27)"
399373,1.2.0.0/16,"(399373, 174, 10886, 27)"
207866,1.2.0.0/16,"(207866, 174, 10886, 27)"
208205,1.2.0.0/16,"(208205, 174, 10886, 27)"
23291,1.2.0.0/16,"(23291, 13335, 2152, 25)"
214438,1.2.0.0/16,"(214438, 174, 10886, 27)"
43980,1.2.0.0/16,"(43980, 8220, 2152, 25)"
199524,1.2.0.0/16,"(199524, 2152, 25)"
208354,1.2.0.0/16,"(208354, 174, 10886, 27)"
211099,1.2.0.0/16,"(211099, 8220, 2152, 25)"
208418,1.2.0.0/16,"(208418, 174, 10886, 27)"
210704,1.2.0.0/16,"(210704, 174, 10886, 27)"
954,1.2.0.0/16,"(954, 174, 10886, 27)"
208484,1.2.0.0/16,"(208484, 174, 10886, 27)"
42567,1.2.0.0/16,"(42567, 174, 10886, 27)"
395508,1.2.0.0/16,"(395508, 3356, 2152, 25)"
63460,1.2.0.0/16,"(63460, 174, 10886, 27)"
208731,1.2.0.0/16,"(208731, 174, 10886, 27)"
208734,1.2.0.0/16,"(208734, 174, 10886, 27)"
208785,1.2.0.0/16,"(208785, 174, 10886, 27)"
208792,1.2.0.0/16,"(208792, 174, 10886, 27)"
44426,1.2.0.0/16,"(44426, 286, 10886, 27)"
395654,1.2.0.0/16,"(395654, 13335, 2152, 25)"
54738,1.2.0.0/16,"(54738, 3356, 2152, 25)"
208837,1.2.0.0/16,"(208837, 174, 10886, 27)"
34437,1.2.0.0/16,"(34437, 174, 10886, 27)"
13684,1.2.0.0/16,"(13684, 2516, 2152, 25)"
209006,1.2.0.0/16,"(209006, 174, 10886, 27)"
21699,1.2.0.0/16,"(21699, 174, 10886, 27)"
36776,1.2.0.0/16,"(36776, 286, 10886, 27)"
207234,1.2.0.0/16,"(207234, 174, 10886, 27)"
394011,1.2.0.0/16,"(394011, 174, 10886, 27)"
57667,1.2.0.0/16,"(57667, 174, 10886, 27)"
22360,1.2.0.0/16,"(22360, 174, 10886, 27)"
38679,1.2.0.0/16,"(38679, 3786, 2152, 25)"
209137,1.2.0.0/16,"(209137, 174, 10886, 27)"
22404,1.2.0.0/16,"(22404, 286, 10886, 27)"
209252,1.2.0.0/16,"(209252, 174, 10886, 27)"
1757,1.2.0.0/16,"(1757, 3356, 2152, 25)"
38854,1.2.0.0/16,"(38854, 21859, 2152, 25)"
209312,1.2.0.0/16,"(209312, 174, 10886, 27)"
209326,1.2.0.0/16,"(209326, 174, 10886, 27)"
399073,1.2.0.0/16,"(399073, 21859, 2152, 25)"
209492,1.2.0.0/16,"(209492, 174, 10886, 27)"
209525,1.2.0.0/16,"(209525, 174, 10886, 27)"
209589,1.2.0.0/16,"(209589, 174, 10886, 27)"
39155,1.2.0.0/16,"(39155, 174, 10886, 27)"
2173,1.2.0.0/16,"(2173, 3356, 2152, 25)"
209703,1.2.0.0/16,"(209703, 174, 10886, 27)"
15654,1.2.0.0/16,"(15654, 174, 10886, 27)"
209765,1.2.0.0/16,"(209765, 174, 10886, 27)"
210034,1.2.0.0/16,"(210034, 174, 10886, 27)"
23277,1.2.0.0/16,"(23277, 3356, 2152, 25)"
210054,1.2.0.0/16,"(210054, 174, 10886, 27)"
210127,1.2.0.0/16,"(210127, 174, 10886, 27)"
212313,1.2.0.0/16,"(212313, 174, 10886, 27)"
2635,1.2.0.0/16,"(2635, 2152, 25)"
210165,1.2.0.0/16,"(210165, 174, 10886, 27)"
35327,1.2.0.0/16,"(35327, 174, 10886, 27)"
2728,1.2.0.0/16,"(2728, 174, 10886, 27)"
210309,1.2.0.0/16,"(210309, 174, 10886, 27)"
210366,1.2.0.0/16,"(210366, 174, 10886, 27)"
44371,1.2.0.0/16,"(44371, 174, 10886, 27)"
39937,1.2.0.0/16,"(39937, 1299, 10886, 27)"
210395,1.2.0.0/16,"(210395, 174, 10886, 27)"
40019,1.2.0.0/16,"(40019, 16276, 2152, 25)"
210477,1.2.0.0/16,"(210477, 174, 10886, 27)"
399117,1.2.0.0/16,"(399117, 174, 10886, 27)"
17301,1.2.0.0/16,"(17301, 3356, 2152, 25)"
395507,1.2.0.0/16,"(395507, 174, 10886, 27)"
40154,1.2.0.0/16,"(40154, 174, 10886, 27)"
215078,1.2.0.0/16,"(215078, 1299, 10886, 27)"
212792,1.2.0.0/16,"(212792, 6939, 2152, 25)"
56505,1.2.0.0/16,"(56505, 8220, 2152, 25)"
210771,1.2.0.0/16,"(210771, 174, 10886, 27)"
210791,1.2.0.0/16,"(210791, 174, 10886, 27)"
40343,1.2.0.0/16,"(40343, 174, 10886, 27)"
210801,1.2.0.0/16,"(210801, 174, 10886, 27)"
4390,1.2.0.0/16,"(4390, 3356, 2152, 25)"
211058,1.2.0.0/16,"(211058, 174, 10886, 27)"
3565,1.2.0.0/16,"(3565, 3356, 2152, 25)"
211298,1.2.0.0/16,"(211298, 174, 10886, 27)"
3819,1.2.0.0/16,"(3819, 174, 10886, 27)"
40931,1.2.0.0/16,"(40931, 174, 10886, 27)"
211389,1.2.0.0/16,"(211389, 174, 10886, 27)"
43217,1.2.0.0/16,"(43217, 8220, 2152, 25)"
211829,1.2.0.0/16,"(211829, 174, 10886, 27)"
211909,1.2.0.0/16,"(211909, 174, 10886, 27)"
212047,1.2.0.0/16,"(212047, 174, 10886, 27)"
212054,1.2.0.0/16,"(212054, 174, 10886, 27)"
46124,1.2.0.0/16,"(46124, 174, 10886, 27)"
212200,1.2.0.0/16,"(212200, 174, 10886, 27)"
46294,1.2.0.0/16,"(46294, 174, 10886, 27)"
212321,1.2.0.0/16,"(212321, 174, 10886, 27)"
25627,1.2.0.0/16,"(25627, 174, 10886, 27)"
212404,1.2.0.0/16,"(212404, 174, 10886, 27)"
48036,1.2.0.0/16,"(48036, 1299, 10886, 27)"
46425,1.2.0.0/16,"(46425, 2152, 25)"
212546,1.2.0.0/16,"(212546, 174, 10886, 27)"
25770,1.2.0.0/16,"(25770, 174, 10886, 27)"
212551,1.2.0.0/16,"(212551, 174, 10886, 27)"
17366,1.2.0.0/16,"(17366, 3356, 2152, 25)"
397550,1.2.0.0/16,"(397550, 174, 10886, 27)"
3299,1.2.0.0/16,"(3299, 8220, 2152, 25)"
397606,1.2.0.0/16,"(397606, 174, 10886, 27)"
25923,1.2.0.0/16,"(25923, 3356, 2152, 25)"
212731,1.2.0.0/16,"(212731, 174, 10886, 27)"
2516,1.2.0.0/16,"(2516, 2152, 25)"
42293,1.2.0.0/16,"(42293, 286, 10886, 27)"
212751,1.2.0.0/16,"(212751, 174, 10886, 27)"
26239,1.2.0.0/16,"(26239, 174, 10886, 27)"
213089,1.2.0.0/16,"(213089, 174, 10886, 27)"
213125,1.2.0.0/16,"(213125, 174, 10886, 27)"
26353,1.2.0.0/16,"(26353, 174, 10886, 27)"
26357,1.2.0.0/16,"(26357, 174, 10886, 27)"
213166,1.2.0.0/16,"(213166, 174, 10886, 27)"
213176,1.2.0.0/16,"(213176, 174, 10886, 27)"
398090,1.2.0.0/16,"(398090, 174, 10886, 27)"
26407,1.2.0.0/16,"(26407, 174, 10886, 27)"
213184,1.2.0.0/16,"(213184, 174, 10886, 27)"
42880,1.2.0.0/16,"(42880, 8220, 2152, 25)"
213338,1.2.0.0/16,"(213338, 174, 10886, 27)"
45626,1.2.0.0/16,"(45626, 174, 10886, 27)"
213522,1.2.0.0/16,"(213522, 174, 10886, 27)"
26780,1.2.0.0/16,"(26780, 3356, 2152, 25)"
215213,1.2.0.0/16,"(215213, 174, 10886, 27)"
400335,1.2.0.0/16,"(400335, 174, 10886, 27)"
213558,1.2.0.0/16,"(213558, 174, 10886, 27)"
27173,1.2.0.0/16,"(27173, 174, 10886, 27)"
213950,1.2.0.0/16,"(213950, 174, 10886, 27)"
214036,1.2.0.0/16,"(214036, 174, 10886, 27)"
214087,1.2.0.0/16,"(214087, 174, 10886, 27)"
214132,1.2.0.0/16,"(214132, 174, 10886, 27)"
3917,1.2.0.0/16,"(3917, 286, 10886, 27)"
214273,1.2.0.0/16,"(214273, 174, 10886, 27)"
399187,1.2.0.0/16,"(399187, 174, 10886, 27)"
60219,1.2.0.0/16,"(60219, 286, 10886, 27)"
18176,1.2.0.0/16,"(18176, 3786, 2152, 25)"
396563,1.2.0.0/16,"(396563, 7342, 2152, 25)"
48305,1.2.0.0/16,"(48305, 174, 10886, 27)"
6262,1.2.0.0/16,"(6262, 7575, 2152, 25)"
214329,1.2.0.0/16,"(214329, 174, 10886, 27)"
152156,1.2.0.0/16,"(152156, 4766, 2152, 25)"
214415,1.2.0.0/16,"(214415, 174, 10886, 27)"
214434,1.2.0.0/16,"(214434, 174, 10886, 27)"
214707,1.2.0.0/16,"(214707, 174, 10886, 27)"
214708,1.2.0.0/16,"(214708, 174, 10886, 27)"
215227,1.2.0.0/16,"(215227, 174, 10886, 27)"
215300,1.2.0.0/16,"(215300, 174, 10886, 27)"
215366,1.2.0.0/16,"(215366, 174, 10886, 27)"
215492,1.2.0.0/16,"(215492, 174, 10886, 27)"
215604,1.2.0.0/16,"(215604, 174, 10886, 27)"
215636,1.2.0.0/16,"(215636, 174, 10886, 27)"
215724,1.2.0.0/16,"(215724, 174, 10886, 27)"
215759,1.2.0.0/16,"(215759, 174, 10886, 27)"
215781,1.2.0.0/16,"(215781, 174, 10886, 27)"
215863,1.2.0.0/16,"(215863, 174, 10886, 27)"
215915,1.2.0.0/16,"(215915, 174, 10886, 27)"
46600,1.2.0.0/16,"(46600, 174, 10886, 27)"
131829,1.2.0.0/16,"(131829, 9318, 2152, 25)"
216071,1.2.0.0/16,"(216071, 174, 10886, 27)"
62597,1.2.0.0/16,"(62597, 174, 10886, 27)"
17125,1.2.0.0/16,"(17125, 3356, 2152, 25)"
216151,1.2.0.0/16,"(216151, 174, 10886, 27)"
216251,1.2.0.0/16,"(216251, 174, 10886, 27)"
216302,1.2.0.0/16,"(216302, 174, 10886, 27)"
51934,1.2.0.0/16,"(51934, 286, 10886, 27)"
136020,1.2.0.0/16,"(136020, 3356, 2152, 25)"
49703,1.2.0.0/16,"(49703, 1299, 10886, 27)"
8841,1.2.0.0/16,"(8841, 1299, 10886, 27)"
216371,1.2.0.0/16,"(216371, 174, 10886, 27)"
10980,1.2.0.0/16,"(10980, 6939, 2152, 25)"
216471,1.2.0.0/16,"(216471, 174, 10886, 27)"
48299,1.2.0.0/16,"(48299, 1299, 10886, 27)"
13132,1.2.0.0/16,"(13132, 1299, 10886, 27)"
54723,1.2.0.0/16,"(54723, 174, 10886, 27)"
6566,1.2.0.0/16,"(6566, 174, 10886, 27)"
54886,1.2.0.0/16,"(54886, 3356, 2152, 25)"
395802,1.2.0.0/16,"(395802, 174, 10886, 27)"
26008,1.2.0.0/16,"(26008, 286, 10886, 27)"
13391,1.2.0.0/16,"(13391, 3356, 2152, 25)"
32076,1.2.0.0/16,"(32076, 13335, 2152, 25)"
55145,1.2.0.0/16,"(55145, 174, 10886, 27)"
36669,1.2.0.0/16,"(36669, 3356, 2152, 25)"
13343,1.2.0.0/16,"(13343, 7843, 2152, 25)"
13880,1.2.0.0/16,"(13880, 174, 10886, 27)"
262916,1.2.0.0/16,"(262916, 174, 10886, 27)"
26637,1.2.0.0/16,"(26637, 286, 10886, 27)"
14121,1.2.0.0/16,"(14121, 174, 10886, 27)"
8069,1.2.0.0/16,"(8069, 174, 10886, 27)"
17204,1.2.0.0/16,"(17204, 286, 10886, 27)"
269462,1.2.0.0/16,"(269462, 3356, 2152, 25)"
27477,1.2.0.0/16,"(27477, 8220, 2152, 25)"
31084,1.2.0.0/16,"(31084, 3257, 10886, 27)"
201542,1.2.0.0/16,"(201542, 286, 10886, 27)"
14765,1.2.0.0/16,"(14765, 174, 10886, 27)"
53586,1.2.0.0/16,"(53586, 6939, 2152, 25)"
197991,1.2.0.0/16,"(197991, 174, 10886, 27)"
14930,1.2.0.0/16,"(14930, 174, 10886, 27)"
11501,1.2.0.0/16,"(11501, 174, 10886, 27)"
267188,1.2.0.0/16,"(267188, 174, 10886, 27)"
14962,1.2.0.0/16,"(14962, 3356, 2152, 25)"
36234,1.2.0.0/16,"(36234, 174, 10886, 27)"
395218,1.2.0.0/16,"(395218, 3356, 2152, 25)"
264744,1.2.0.0/16,"(264744, 174, 10886, 27)"
205344,1.2.0.0/16,"(205344, 1299, 10886, 27)"
16281,1.2.0.0/16,"(16281, 174, 10886, 27)"
16466,1.2.0.0/16,"(16466, 174, 10886, 27)"
